,Palavras,"(Documento, Ocorrência)"
20185,clembuterol,"[(119, 8)]"
20186,–em,"[(243, 1)]"
20187,aprofundado,"[(248, 1)]"
20188,marcadas,"[(89, 2), (220, 1)]"
20189,permitiu-lhe,"[(150, 1)]"
20190,aprofundada,"[(241, 1)]"
20191,grata,"[(145, 1), (187, 1), (166, 1), (6, 1)]"
20192,pressionaram,"[(3, 1)]"
20193,gelados,"[(49, 1)]"
20194,restrito,"[(210, 1), (230, 3), (214, 1)]"
20195,interseção,"[(7, 1)]"
20196,pendente.o,"[(131, 1)]"
20197,alegam,"[(185, 2), (230, 1)]"
20198,sambar,"[(164, 1)]"
20199,esmerio,"[(76, 1)]"
20200,rápidas,"[(125, 1)]"
20201,tão,"[(45, 2), (133, 1), (135, 1), (137, 1), (11, 1), (12, 2), (13, 1), (15, 1), (16, 1), (147, 1), (20, 1), (26, 2), (30, 2), (163, 1), (36, 3), (166, 1), (167, 1), (172, 1), (173, 1), (46, 1), (175, 1), (177, 1), (180, 4), (181, 1), (182, 2), (184, 5), (57, 3), (186, 1), (189, 1), (63, 4), (65, 2), (195, 1), (196, 1), (69, 2), (198, 7), (140, 1), (77, 1), (208, 1), (210, 1), (211, 2), (84, 1), (86, 1), (185, 1), (143, 4), (92, 1), (229, 1), (99, 1), (101, 1), (105, 1), (107, 2), (115, 1), (118, 1), (248, 3), (249, 1), (122, 1), (125, 3)]"
20202,expulsou,"[(216, 1)]"
20203,usada,"[(162, 2), (99, 1), (163, 1), (166, 1), (197, 1), (211, 2), (14, 1), (63, 1)]"
20204,junho.esta,"[(43, 1)]"
20205,coisa,"[(129, 1), (130, 1), (6, 2), (13, 1), (16, 1), (19, 1), (151, 1), (152, 1), (25, 1), (29, 1), (31, 1), (34, 1), (165, 1), (41, 1), (197, 1), (178, 1), (180, 2), (183, 1), (184, 1), (57, 1), (190, 1), (63, 3), (193, 1), (195, 3), (69, 4), (211, 2), (84, 1), (214, 1), (89, 1), (218, 1), (91, 1), (221, 1), (222, 1), (96, 1), (99, 1), (230, 1), (232, 1), (240, 1), (244, 2), (118, 1), (248, 2), (249, 1), (217, 1), (125, 1)]"
20206,ilegítima,"[(106, 1), (6, 1)]"
20207,acompanhante,"[(177, 1)]"
20208,ilegítimo,"[(248, 1), (173, 1)]"
20209,vítima.embora,"[(103, 1)]"
20210,participei,"[(223, 1)]"
20211,idílio,"[(105, 1), (101, 1)]"
20212,angustiante,"[(154, 1)]"
20213,envolvente,"[(71, 1)]"
20214,rosarino,"[(57, 1)]"
20215,chance,"[(15, 1)]"
20216,elitista,"[(216, 1), (23, 1)]"
20217,pronunciado,"[(25, 1)]"
20218,recorreram,"[(156, 1), (245, 1)]"
20219,ideólogo,"[(205, 2)]"
20220,pronunciada,"[(144, 1)]"
20221,endossou,"[(223, 1)]"
20222,locução,"[(114, 1)]"
20223,transportando,"[(199, 1)]"
20224,aeroporto,"[(224, 1), (247, 2), (243, 1), (70, 1), (119, 2), (42, 1), (139, 4), (204, 1), (205, 1), (143, 1)]"
20225,ativistas,"[(224, 3), (216, 1), (36, 1), (230, 4), (166, 1), (185, 2), (152, 1), (105, 1), (238, 1)]"
20226,elisabeth,"[(29, 1), (46, 1)]"
20227,suicidas,"[(16, 1)]"
20228,'demissão,"[(215, 1)]"
20229,1940.,"[(146, 1)]"
20230,divertir,"[(176, 1), (164, 1)]"
20231,retirar,"[(81, 1), (221, 1), (22, 1), (14, 1), (125, 1)]"
20232,retiram,"[(30, 1)]"
20233,executado,"[(151, 1), (7, 1)]"
20234,transcendência,"[(182, 1)]"
20235,fervilhante,"[(11, 2)]"
20236,aprovou,"[(235, 1), (63, 1)]"
20237,afirmar,"[(3, 1), (136, 1), (19, 2), (37, 1), (166, 1), (151, 1), (120, 1), (218, 1), (172, 1), (198, 1)]"
20238,mafiosos,"[(189, 2)]"
20239,confirmando,"[(196, 1)]"
20240,53.908,"[(63, 1)]"
20241,algemado,"[(230, 1)]"
20242,afirmam,"[(245, 2), (69, 1), (41, 1), (249, 1), (137, 3), (39, 1), (220, 1), (125, 1), (207, 1)]"
20243,conflitantes,"[(230, 1)]"
20244,eligio,"[(4, 2), (13, 1)]"
20245,relaxam,"[(99, 1)]"
20246,tickets,"[(192, 1)]"
20247,exibiu,"[(184, 1), (121, 1)]"
20248,faes,"[(65, 1), (150, 1)]"
20249,comunidade,"[(33, 1), (3, 1), (36, 3), (197, 1), (166, 1), (97, 2), (8, 1), (112, 1), (135, 1), (109, 2), (110, 2), (239, 2), (80, 3), (163, 2), (117, 1), (150, 2), (249, 1), (88, 1), (153, 4), (60, 1), (93, 2)]"
20250,mencionar,"[(34, 1), (196, 1), (223, 1)]"
20251,silas,"[(205, 1)]"
20252,299,"[(27, 1)]"
20253,293,"[(148, 1)]"
20254,290,"[(81, 1)]"
20255,291,"[(213, 1)]"
20256,gestifute,"[(243, 1)]"
20257,incêndios,"[(40, 8), (163, 1), (76, 1)]"
20258,emoções,"[(178, 1), (43, 1), (141, 1), (211, 2)]"
20259,beijou-a,"[(103, 1)]"
20260,pincéis,"[(112, 1)]"
20261,bondosos,"[(158, 1)]"
20262,simbiótica,"[(57, 1)]"
20263,racionalizada,"[(12, 1)]"
20264,interno,"[(96, 1), (193, 1), (99, 1), (69, 1), (137, 1), (107, 1), (208, 1), (144, 1), (182, 1), (218, 1), (217, 3), (90, 1), (125, 1)]"
20265,mantido,"[(217, 1), (212, 1), (126, 1)]"
20266,notório,"[(120, 1)]"
20267,notória,"[(162, 1), (92, 1)]"
20268,interna,"[(184, 2), (34, 1), (182, 1), (166, 2), (88, 1), (107, 3), (13, 1), (223, 1), (221, 1)]"
20269,mantida,"[(24, 1), (2, 1), (31, 1)]"
20270,sul-coreana,"[(64, 1)]"
20271,sompo,"[(108, 1)]"
20272,gaveta,"[(71, 1)]"
20273,libertar,"[(158, 1)]"
20274,anular,"[(47, 1)]"
20275,comprometia,"[(76, 1)]"
20276,transmutação,"[(4, 1)]"
20277,cláudio,"[(224, 1), (115, 2), (7, 1)]"
20278,velha,"[(225, 1), (69, 1), (105, 1), (236, 1), (235, 3), (204, 2), (205, 1), (207, 1), (176, 1), (114, 1), (57, 1), (9, 1), (121, 1), (158, 1), (191, 1)]"
20279,convidado,"[(120, 1), (217, 1), (101, 1)]"
20280,crítica—,"[(190, 1)]"
20281,arrasadas,"[(40, 1)]"
20282,silenciou,"[(229, 1)]"
20283,anotava,"[(193, 1)]"
20284,cisma,"[(25, 1)]"
20285,dissidências,"[(84, 1), (190, 1)]"
20286,pertencem,"[(172, 1), (206, 1)]"
20287,giovanni,"[(242, 1), (79, 2)]"
20288,pendurar,"[(84, 1)]"
20289,realização.questionado,"[(203, 1)]"
20290,colecionador,"[(13, 1)]"
20291,precisaríamos,"[(217, 1)]"
20292,pertenceu,"[(65, 1)]"
20293,pertences,"[(155, 1), (109, 1)]"
20294,pertencer,"[(65, 1), (107, 1), (166, 1), (7, 1)]"
20295,fóruns,"[(214, 1), (110, 1)]"
20296,microcosmos,"[(125, 1)]"
20297,firme.–,"[(63, 1)]"
20298,4.000,"[(65, 1), (156, 1)]"
20299,assemelha,"[(218, 1), (150, 1)]"
20300,blooming,"[(92, 3)]"
20301,banhistas,"[(94, 1)]"
20302,paulinense,"[(47, 1)]"
20303,mataram,"[(1, 1), (165, 1), (166, 1), (241, 2), (184, 1), (138, 1)]"
20304,stábile,"[(228, 2)]"
20305,286.com,"[(90, 1)]"
20306,aquarelas,"[(181, 6)]"
20307,sabiam,"[(104, 1), (224, 1), (164, 1), (6, 1), (135, 1)]"
20308,avançarmos,"[(211, 1)]"
20309,penitência,"[(105, 1)]"
20310,conivência,"[(92, 1), (7, 1)]"
20311,lam,"[(175, 1)]"
20312,norte-sul,"[(129, 1), (219, 3), (220, 3)]"
20313,lai,"[(207, 3)]"
20314,loiras,"[(190, 1)]"
20315,lab,"[(108, 1)]"
20316,administrará,"[(139, 1), (69, 1)]"
20317,pessoal.os,"[(217, 1)]"
20318,atuação,"[(210, 1), (19, 1), (84, 1), (53, 1), (151, 2), (223, 1), (171, 2), (173, 3), (222, 1), (205, 1)]"
20319,lar,"[(108, 3), (206, 1)]"
20320,las,"[(41, 2), (243, 1), (196, 1), (193, 1)]"
20321,delator,"[(73, 1)]"
20322,ordem,"[(64, 1), (1, 3), (2, 1), (69, 1), (129, 1), (73, 1), (202, 3), (206, 2), (146, 1), (217, 1), (25, 5), (218, 1), (197, 1), (224, 1), (166, 1), (171, 1), (238, 1), (115, 1), (117, 1), (119, 1), (223, 1), (63, 1)]"
20323,contingência,"[(132, 1)]"
20324,delatou,"[(223, 1)]"
20325,decididas,"[(103, 1)]"
20326,manchete,"[(196, 1), (12, 1)]"
20327,office,"[(42, 1)]"
20328,teatro,"[(149, 1), (197, 2), (5, 1), (118, 1), (199, 1), (10, 1), (187, 1), (124, 2), (158, 1), (47, 1)]"
20329,fábricas,"[(136, 1), (27, 1), (229, 1)]"
20330,apresenta-se,"[(86, 1)]"
20331,fogueira,"[(218, 1), (94, 1), (71, 1)]"
20332,relata.tanto,"[(6, 1)]"
20333,descontrole,"[(32, 1), (151, 1)]"
20334,atacou,"[(230, 1)]"
20335,capricho,"[(118, 1)]"
20336,moça,"[(238, 1), (6, 1)]"
20337,pego,"[(119, 1)]"
20338,pega,"[(156, 1), (205, 1)]"
20339,onça,"[(207, 1)]"
20340,cozinheira,"[(109, 1), (197, 1)]"
20341,repulsivo,"[(16, 1)]"
20342,gravadoras,"[(185, 1)]"
20343,pitágoras,"[(174, 1)]"
20344,salvá-la,"[(211, 1)]"
20345,armazém,"[(70, 1)]"
20346,externalidades,"[(155, 1)]"
20347,370,"[(143, 1)]"
20348,secundárias,"[(248, 1)]"
20349,carlos,"[(65, 1), (202, 1), (183, 1), (13, 3), (206, 2), (205, 1), (208, 3), (210, 1), (227, 1), (151, 1), (216, 1), (207, 7), (158, 3), (223, 1), (99, 3), (104, 1), (169, 1), (235, 1), (232, 1), (19, 1), (119, 1), (188, 1)]"
20350,ensaiam,"[(31, 1)]"
20351,juízes,"[(146, 1), (86, 1), (169, 1), (191, 1), (140, 1), (207, 1), (63, 1)]"
20352,desdenhoso,"[(11, 1)]"
20353,pesquisadores,"[(3, 1), (214, 1), (211, 1), (151, 1), (170, 1), (239, 1), (140, 1), (207, 1)]"
20354,ensaiar,"[(10, 1)]"
20355,guaidó,"[(99, 1), (65, 5), (98, 1), (83, 3), (97, 1), (88, 14), (106, 4), (247, 2)]"
20356,somarem,"[(107, 1)]"
20357,jucá,"[(217, 1)]"
20358,network,"[(150, 1)]"
20359,terrores,"[(238, 1)]"
20360,cansou,"[(158, 1)]"
20361,mentir,"[(162, 1)]"
20362,diesel,"[(205, 1)]"
20363,reformista,"[(168, 2)]"
20364,político.,"[(69, 1), (231, 1)]"
20365,retórica,"[(208, 1), (218, 1), (210, 1), (173, 2), (225, 1)]"
20366,passada.se,"[(30, 1)]"
20367,admita,"[(165, 1), (206, 1)]"
20368,condiciona,"[(90, 1)]"
20369,admite,"[(65, 1), (36, 2), (249, 1), (124, 1), (172, 2), (125, 1)]"
20370,obrigatório,"[(16, 1), (249, 1)]"
20371,aparecem,"[(224, 1), (164, 1), (198, 1), (86, 1), (249, 2), (12, 1), (110, 1), (191, 1)]"
20372,edwards,"[(158, 1)]"
20373,políticos,"[(129, 1), (214, 2), (135, 3), (138, 1), (23, 3), (15, 1), (145, 1), (146, 1), (19, 1), (20, 1), (150, 1), (151, 1), (152, 2), (153, 1), (29, 1), (163, 1), (165, 2), (166, 1), (167, 1), (40, 1), (173, 3), (175, 1), (185, 2), (187, 1), (189, 1), (63, 1), (69, 3), (201, 1), (204, 3), (210, 1), (211, 3), (84, 1), (86, 3), (88, 1), (143, 1), (93, 1), (95, 1), (107, 1), (108, 1), (238, 1), (239, 1), (157, 3), (114, 1), (117, 1), (118, 1), (120, 1)]"
20374,dispersar,"[(115, 1)]"
20375,dispersas,"[(193, 1)]"
20376,latino-americano.em,"[(75, 1)]"
20377,desviou,"[(74, 1), (116, 1), (38, 1)]"
20378,autônomos.a,"[(125, 1)]"
20379,desvios,"[(137, 1), (204, 1)]"
20380,movidos,"[(219, 1), (76, 1), (189, 1)]"
20381,sonhamos,"[(43, 1)]"
20382,razões,"[(161, 1), (4, 1), (134, 1), (232, 1), (41, 1), (42, 1), (173, 1), (211, 1), (151, 2), (25, 2), (63, 1)]"
20383,transcrever,"[(177, 1)]"
20384,greves,"[(223, 2)]"
20385,escoltado,"[(131, 1)]"
20386,confeitarias,"[(135, 1)]"
20387,montadas,"[(233, 1)]"
20388,subtramas,"[(204, 1)]"
20389,queria,"[(162, 1), (36, 1), (69, 3), (6, 1), (223, 2), (201, 1), (10, 1), (140, 1), (14, 2), (190, 1), (183, 2), (184, 2), (249, 2), (63, 2), (101, 1), (202, 1), (158, 3), (95, 1)]"
20390,puderem,"[(160, 1)]"
20391,esgotados,"[(56, 1)]"
20392,bebe,"[(163, 1), (165, 1)]"
20393,véspera,"[(224, 1), (46, 1)]"
20394,apostasia,"[(117, 2)]"
20395,psb-rj,"[(209, 1), (213, 1)]"
20396,reduzida,"[(24, 1), (36, 1)]"
20397,presta,"[(73, 1), (129, 1)]"
20398,espalhafato,"[(202, 1)]"
20399,cadela,"[(63, 1)]"
20400,acreditassem,"[(63, 1)]"
20401,raízes,"[(25, 1), (26, 1), (210, 1), (151, 1)]"
20402,reduzido,"[(144, 1), (152, 1), (66, 1), (220, 1)]"
20403,conotações,"[(45, 1)]"
20404,tônica,"[(21, 1)]"
20405,gravado,"[(86, 1)]"
20406,lulu,"[(197, 1)]"
20407,gravada,"[(195, 1), (197, 2)]"
20408,vizinho.na,"[(138, 1)]"
20409,viverá,"[(129, 1)]"
20410,fundamentais,"[(248, 1), (3, 1), (165, 1), (167, 1), (152, 1), (171, 2), (222, 1)]"
20411,lula,"[(226, 2), (168, 1), (73, 1), (138, 1), (204, 2), (238, 1), (15, 9), (172, 1), (236, 1), (216, 3), (26, 1), (234, 3)]"
20412,filiadas,"[(76, 1)]"
20413,últimos,"[(235, 1), (150, 2), (134, 1), (138, 2), (23, 3), (140, 1), (143, 1), (216, 1), (19, 1), (20, 1), (22, 2), (151, 4), (152, 1), (196, 1), (158, 1), (133, 1), (32, 1), (34, 1), (163, 1), (37, 3), (241, 1), (40, 2), (54, 2), (58, 1), (187, 1), (188, 1), (63, 1), (194, 1), (68, 1), (69, 2), (70, 1), (202, 1), (247, 1), (84, 1), (86, 1), (88, 2), (217, 1), (218, 2), (221, 4), (98, 1), (99, 1), (107, 1), (108, 1), (112, 1), (59, 1), (119, 1), (153, 1), (249, 5), (123, 1)]"
20414,propôs,"[(80, 1), (184, 1), (124, 1), (158, 1), (249, 1)]"
20415,frustrado,"[(64, 1), (152, 1), (127, 1)]"
20416,sorteados,"[(227, 1)]"
20417,fukuzawa,"[(108, 1)]"
20418,frustrada,"[(99, 1)]"
20419,acusam,"[(86, 2)]"
20420,combustível,"[(210, 2), (27, 1)]"
20421,obedientes,"[(79, 1)]"
20422,jupiara,"[(7, 6)]"
20423,conhecíamos,"[(109, 1)]"
20424,bebê,"[(184, 2), (114, 1), (186, 1)]"
20425,lacuna,"[(121, 1), (140, 1), (55, 1)]"
20426,mercê,"[(210, 1)]"
20427,termonuclear,"[(206, 1)]"
20428,percorria,"[(154, 1)]"
20429,formadas,"[(208, 1), (108, 1)]"
20430,realizada,"[(16, 1), (224, 1), (242, 1), (211, 1), (69, 2), (55, 1), (60, 1), (138, 1), (76, 1), (77, 1)]"
20431,119.000,"[(136, 1)]"
20432,realizado,"[(64, 1), (161, 1), (226, 1), (99, 1), (164, 2), (22, 1), (136, 1), (138, 1), (139, 1), (239, 1), (238, 1), (203, 1), (241, 1), (195, 1), (182, 1), (219, 1), (60, 1)]"
20433,cartagena,"[(63, 1)]"
20434,depositada,"[(175, 1)]"
20435,fotojornalista,"[(203, 1)]"
20436,aprimorar,"[(115, 1)]"
20437,agredir,"[(230, 1), (151, 1)]"
20438,dói,"[(96, 1)]"
20439,combatentes,"[(65, 1), (249, 2), (245, 2), (63, 1)]"
20440,restantes,"[(56, 1), (90, 1), (126, 1)]"
20441,upwork,"[(125, 1)]"
20442,qualificadas,"[(142, 1)]"
20443,espantado,"[(197, 1)]"
20444,reabertura,"[(8, 1), (41, 1)]"
20445,mykola,"[(86, 2)]"
20446,propriedade,"[(152, 1), (145, 2), (139, 1), (117, 1), (190, 1)]"
20447,trabalharmos,"[(153, 1)]"
20448,caso.sobre,"[(223, 1)]"
20449,sensibilidades,"[(248, 1)]"
20450,torturas,"[(165, 1), (174, 1), (223, 3)]"
20451,torturar,"[(224, 2), (165, 1), (151, 1), (216, 1), (249, 1), (7, 1), (172, 1)]"
20452,412,"[(145, 1), (143, 1)]"
20453,steam,"[(31, 1)]"
20454,uniam,"[(196, 1)]"
20455,cuiabá,"[(217, 1), (223, 1)]"
20456,condições,"[(65, 1), (194, 1), (164, 1), (86, 1), (70, 1), (203, 1), (24, 1), (82, 1), (148, 2), (21, 1), (22, 1), (88, 1), (25, 2), (90, 1), (165, 2), (32, 1), (33, 1), (36, 1), (37, 1), (103, 1), (108, 1), (173, 1), (240, 1), (177, 1), (55, 2), (248, 2), (249, 2), (123, 1), (188, 1), (125, 2), (63, 1)]"
20457,ameaçava,"[(214, 1)]"
20458,observem,"[(185, 1)]"
20459,observei,"[(63, 1)]"
20460,cicr,"[(70, 1)]"
20461,autorização,"[(224, 1), (226, 3), (211, 1), (6, 1), (185, 1), (108, 1), (106, 1), (172, 1)]"
20462,duelos,"[(45, 1)]"
20463,proíbe,"[(1, 1), (229, 1)]"
20464,permitam,"[(32, 1), (217, 1), (42, 1), (134, 1)]"
20465,soem,"[(31, 1)]"
20466,psiquiátrica,"[(14, 1)]"
20467,sapato,"[(232, 1)]"
20468,atual:1.,"[(153, 1)]"
20469,carisma,"[(150, 2)]"
20470,opacos,"[(152, 1), (66, 1)]"
20471,festivais,"[(10, 2), (190, 1), (47, 1)]"
20472,ilb,"[(168, 1)]"
20473,borges,"[(223, 1)]"
20474,misoginia,"[(146, 1)]"
20475,pessoas.o,"[(230, 1)]"
20476,puyol,"[(57, 1)]"
20477,vênus,"[(14, 1)]"
20478,escreveram,"[(79, 1)]"
20479,irritar,"[(63, 1)]"
20480,destacaram,"[(24, 1), (103, 1)]"
20481,tentativas,"[(17, 1), (66, 1), (163, 2), (216, 2), (125, 1), (63, 1)]"
20482,tacanhos,"[(243, 1)]"
20483,esporte,"[(115, 25), (72, 1), (242, 2), (35, 1), (118, 1), (56, 1), (43, 4), (92, 1), (109, 1), (47, 1)]"
20484,nacionalização,"[(142, 1)]"
20485,demais,"[(65, 2), (69, 1), (198, 2), (135, 1), (8, 1), (10, 1), (76, 1), (78, 1), (147, 1), (212, 1), (213, 1), (214, 1), (151, 3), (88, 1), (89, 1), (197, 1), (32, 1), (164, 1), (170, 1), (107, 1), (173, 1), (244, 1), (249, 2), (217, 1), (138, 1)]"
20486,islamista,"[(94, 1)]"
20487,transcorrido,"[(114, 1)]"
20488,infâmia,"[(15, 2)]"
20489,hitlers,"[(181, 2)]"
20490,msf-brasil,"[(179, 1)]"
20491,dominava,"[(107, 1)]"
20492,sarampo,"[(70, 1)]"
20493,califa,"[(249, 1)]"
20494,parcialmente,"[(240, 1), (51, 1), (237, 1), (70, 1)]"
20495,isso.,"[(11, 1), (84, 1)]"
20496,unifesp,"[(239, 1)]"
20497,ciclismo,"[(196, 1)]"
20498,👍🇧🇷🌎,"[(23, 1)]"
20499,incluírem,"[(105, 1)]"
20500,imundos,"[(15, 1)]"
20501,batizou,"[(141, 1)]"
20502,metade,"[(130, 2), (139, 1), (7, 1), (140, 2), (11, 1), (76, 2), (145, 1), (22, 1), (87, 2), (153, 1), (32, 1), (227, 1), (165, 1), (234, 1), (108, 2), (109, 3), (110, 1), (115, 1), (55, 1), (249, 1), (217, 1), (123, 1), (191, 1)]"
20503,características,"[(16, 2), (243, 1), (36, 1), (142, 1), (55, 1), (167, 1), (108, 1), (46, 1)]"
20504,reconhecer-nos,"[(60, 1)]"
20505,anjos,"[(15, 1)]"
20506,fizeram,"[(65, 1), (69, 1), (6, 1), (72, 1), (202, 1), (203, 1), (109, 1), (146, 2), (211, 1), (84, 1), (216, 1), (25, 2), (154, 1), (207, 3), (230, 1), (218, 1), (158, 1), (95, 1), (18, 1), (229, 1), (114, 1), (166, 2), (82, 1), (241, 1), (178, 1), (243, 1), (116, 1), (245, 1), (120, 1), (249, 3), (63, 1)]"
20507,capilarização,"[(173, 1)]"
20508,cardiovasculares,"[(78, 2)]"
20509,surpresa,"[(208, 1), (145, 1), (178, 1), (100, 1), (165, 1), (57, 1), (184, 1), (25, 2), (204, 1), (78, 1)]"
20510,intimamente,"[(60, 1), (182, 1)]"
20511,ambientes,"[(240, 1), (130, 1), (147, 1), (211, 2)]"
20512,visando,"[(115, 1), (203, 1), (223, 1)]"
20513,13.000,"[(193, 1), (124, 1), (86, 1)]"
20514,reuso,"[(42, 1)]"
20515,figuram,"[(130, 1), (124, 1)]"
20516,muitíssimo,"[(187, 1)]"
20517,visíveis,"[(20, 1), (125, 1)]"
20518,figuras,"[(107, 2), (11, 1), (180, 1), (197, 1), (86, 1), (23, 1), (249, 2), (202, 1), (43, 1), (63, 1)]"
20519,figurar,"[(115, 1)]"
20520,operando,"[(94, 1)]"
20521,comedimento,"[(208, 1)]"
20522,desembargador,"[(206, 5), (39, 1)]"
20523,solaris,"[(243, 1)]"
20524,nominais.o,"[(207, 1)]"
20525,traziam,"[(194, 1)]"
20526,blasfêmia,"[(117, 1)]"
20527,prêmios,"[(130, 1), (203, 2), (182, 1), (243, 1), (187, 1), (195, 1)]"
20528,hipersensível,"[(198, 1)]"
20529,condenados,"[(241, 1), (190, 1), (63, 1)]"
20530,✊🏻✊🏼✊🏼✊🏽✊🏾✊🏿📷,"[(120, 1)]"
20531,cativo,"[(245, 1)]"
20532,afetou,"[(98, 1), (175, 1), (86, 1), (127, 1)]"
20533,maya,"[(176, 1), (175, 1)]"
20534,perigoso,"[(129, 1), (37, 1), (151, 1), (88, 2), (25, 1), (109, 1), (69, 1)]"
20535,perigosa,"[(81, 1), (20, 1), (69, 1), (151, 1)]"
20536,mayo,"[(169, 1), (125, 3)]"
20537,picasso,"[(175, 13)]"
20538,estendesse,"[(204, 1)]"
20539,cruzados,"[(154, 1)]"
20540,tripulantes,"[(212, 1)]"
20541,comigo,"[(58, 1), (69, 1), (14, 1)]"
20542,soar,"[(177, 1)]"
20543,reajustadas,"[(37, 1)]"
20544,exceção.é,"[(151, 1)]"
20545,neve,"[(244, 1), (109, 2), (103, 1)]"
20546,pátria,"[(65, 1), (99, 4), (93, 1)]"
20547,aplicou,"[(99, 1)]"
20548,elevou,"[(83, 1)]"
20549,humor,"[(156, 1), (60, 1), (198, 2), (166, 1), (31, 2)]"
20550,ceda,"[(242, 1)]"
20551,romanos,"[(63, 1)]"
20552,cedo,"[(16, 1), (192, 1), (140, 1), (215, 1), (249, 1), (108, 1), (240, 1), (124, 1), (45, 1), (127, 1)]"
20553,detido,"[(112, 1), (230, 3), (214, 2), (217, 2), (249, 1), (73, 2), (202, 1), (27, 2), (206, 1)]"
20554,afirmou.a,"[(225, 1), (241, 1)]"
20555,senzala,"[(216, 1)]"
20556,detida,"[(249, 1)]"
20557,dominado,"[(160, 1), (23, 1)]"
20558,machista,"[(249, 1), (242, 1), (59, 1), (147, 1), (103, 1)]"
20559,eco.pela,"[(23, 1)]"
20560,marketing,"[(243, 1)]"
20561,dominada,"[(166, 2)]"
20562,pld,"[(84, 5)]"
20563,invenção.em,"[(162, 1)]"
20564,esperamos,"[(24, 1), (185, 1), (59, 1), (173, 1), (211, 1)]"
20565,carcerária,"[(148, 1)]"
20566,pontos,"[(68, 1), (6, 1), (7, 2), (108, 1), (138, 2), (241, 2), (144, 1), (209, 3), (84, 1), (215, 2), (219, 1), (28, 1), (248, 2), (94, 1), (96, 2), (225, 1), (37, 1), (49, 1), (231, 1), (44, 1), (113, 1), (236, 1), (30, 1), (56, 1), (123, 1), (60, 1), (61, 1), (63, 1)]"
20567,sentou-se,"[(157, 1)]"
20568,53.000,"[(56, 1)]"
20569,operadoras,"[(243, 1)]"
20570,ligação,"[(19, 1), (166, 1), (151, 1), (249, 1), (202, 1), (7, 2), (14, 1)]"
20571,analisamos,"[(210, 1)]"
20572,desaprovem,"[(19, 1)]"
20573,satisfez,"[(51, 1)]"
20574,reestruturações,"[(129, 1)]"
20575,femininas,"[(148, 1), (138, 1), (59, 2), (147, 1)]"
20576,palco,"[(192, 1), (196, 3), (197, 3), (183, 2), (216, 2), (217, 1), (37, 1)]"
20577,austral,"[(70, 1), (87, 1)]"
20578,ocasio,"[(152, 2)]"
20579,instigar,"[(31, 1)]"
20580,mercado,"[(128, 1), (69, 1), (134, 1), (137, 1), (138, 2), (139, 1), (140, 1), (142, 2), (147, 1), (22, 3), (23, 1), (24, 1), (90, 1), (155, 1), (218, 1), (32, 1), (34, 2), (99, 1), (36, 1), (37, 1), (107, 1), (108, 8), (243, 1), (181, 2), (118, 1), (55, 1), (249, 1), (123, 2), (60, 1), (125, 8), (215, 1), (127, 3)]"
20581,venderam,"[(235, 1), (15, 1)]"
20582,prefeitura,"[(113, 2), (175, 1), (151, 1), (194, 1), (226, 3), (11, 1), (76, 2), (125, 1), (232, 1), (47, 5)]"
20583,gerenciamento,"[(153, 1)]"
20584,fernán,"[(175, 1)]"
20585,wyllys,"[(151, 2)]"
20586,comentarista,"[(92, 1), (149, 1)]"
20587,ucrânia.as,"[(16, 1)]"
20588,desautorizadas,"[(79, 1)]"
20589,expresso,"[(105, 1)]"
20590,ganhar,"[(69, 3), (211, 1), (243, 1), (43, 1), (146, 1), (47, 1), (177, 1), (82, 1), (51, 1), (181, 1), (119, 1), (120, 1), (58, 1), (92, 1), (191, 1)]"
20591,expressa,"[(96, 1), (152, 1), (226, 1), (60, 1), (133, 1)]"
20592,estressante,"[(217, 1)]"
20593,maiúsculo,"[(182, 1)]"
20594,permitisse,"[(140, 1)]"
20595,amigos.após,"[(93, 1)]"
20596,corbyn,"[(107, 2), (90, 1), (91, 1)]"
20597,ganham,"[(185, 1), (239, 1), (133, 2), (7, 1)]"
20598,persistirão,"[(128, 1)]"
20599,maiúscula,"[(19, 1)]"
20600,alternando,"[(216, 1), (249, 1)]"
20601,históricos,"[(25, 1), (42, 1), (3, 1), (43, 1), (7, 1)]"
20602,holding,"[(27, 1)]"
20603,mineiro,"[(60, 1), (214, 1)]"
20604,escala,"[(128, 1), (248, 1), (4, 1), (142, 1), (184, 2), (125, 1), (78, 1)]"
20605,mineira,"[(60, 1)]"
20606,ferlosio,"[(193, 1)]"
20607,votarão,"[(86, 1)]"
20608,arredores,"[(99, 1), (135, 1), (247, 1), (70, 1), (95, 1)]"
20609,equivocadamente,"[(146, 1)]"
20610,abertura,"[(162, 1), (227, 3), (165, 2), (166, 1), (7, 1), (8, 2), (105, 1), (42, 2), (108, 1), (175, 1), (142, 2), (79, 1), (80, 1), (17, 2), (213, 1), (151, 1), (249, 1), (26, 2), (168, 1), (218, 1)]"
20611,malfeitos,"[(19, 1)]"
20612,sandie,"[(197, 1)]"
20613,patina,"[(193, 2)]"
20614,mackenzista,"[(216, 1)]"
20615,reclusa,"[(249, 1)]"
20616,desencadeia,"[(34, 1), (91, 1)]"
20617,menéndez,"[(104, 1)]"
20618,alugava,"[(151, 1)]"
20619,terror,"[(16, 1), (99, 1), (180, 1), (198, 1), (166, 2), (7, 1), (172, 1), (159, 1)]"
20620,muçulmano,"[(249, 1), (117, 1)]"
